RealNewsRightNow.com	None	0	0	0	0	0	1
Rodman Debra	Democrat	0	0	0	0	1	0
Tom Hughes	Democrat	0	1	0	0	0	0
National Organization for Marriage	Organization	0	0	0	0	1	1
Doug Ainge	Democrat	0	0	0	0	0	0
Robert Puente	None	0	0	1	0	0	0
Roger Falk	None	0	0	0	0	1	0
Donna Shalala	None	0	0	1	1	0	0
Bill Johnson	Republican	0	0	0	2	1	0
Joseph Testa	Republican	0	1	0	0	0	0
Freshmedianews.com	None	0	0	0	0	1	0
James Peterson	None	0	1	0	0	0	0
Craig Thompson	State official	1	1	0	0	0	0
Michelle Mosby	Democrat	0	0	1	0	0	0
Andrea Stewart-Cousins	Democrat	2	0	0	0	0	0
Buddy Carter	Republican	1	0	0	0	0	0
Robb Pitts	Democrat	0	0	0	0	0	0
Richard Blumenthal	Democrat	1	0	1	0	0	0
George Flinn	Republican	0	0	0	0	1	1
John Burzichelli	Democrat	0	0	0	1	1	0
Sylvia Garcia	Democrat	0	0	1	0	0	0
Snoopack.com	None	0	0	0	0	0	1
Donna Seidel	Democrat	1	0	0	0	1	0
Allen Andrews	Republican	1	0	0	0	0	0
Tim Finchem	None	0	1	0	0	0	0
JD Wooten	Democrat	0	1	0	1	0	0
We Are Milwaukee	Organization	0	0	0	0	0	1
Kevin Cramer	Republican	0	0	1	2	2	0
Edward Snowden	Libertarian	0	1	0	0	0	0
Jim Mowrer	Democrat	0	0	0	1	0	0
Ohio Coal Association	None	0	1	0	0	0	0
Gabrielle Giffords	Democrat	1	1	0	0	0	0
Rafael Anchia	Democrat	1	0	0	0	0	0
Independence USA PAC	None	0	0	0	1	0	0
USA Snich	None	0	0	0	0	1	1
Dan Forest	Republican	2	0	0	1	4	1
CNN	None	0	0	0	1	0	0
Marion Hammer	None	0	2	0	0	1	0
Joseph Yost	Republican	0	1	0	0	0	0
Commonsense Ten	Democrat	0	1	0	0	0	0
David Hogg	None	0	0	0	0	0	0
Jimmy Anderson	Democrat	0	0	1	0	0	0
Healthy Kids, Healthy Portland	Organization	0	0	0	0	0	0
Mary Gonz�lez	Democrat	0	1	0	0	0	0
Keith Pekau	Republican	1	0	0	0	0	0
D. Cole Phelps	Democrat	0	0	0	1	0	0
Mo Brooks	Republican	0	0	0	1	0	1
Pray in Jesus Name Project	None	0	0	1	0	0	0
Chris Bowers	None	0	0	0	0	1	0
Kelli Stargel	Republican	0	0	0	2	0	0
AmericanNews.com	None	0	0	0	0	2	2
Dan Pfeiffer	Democrat	0	1	0	0	0	0
Greg Murphy	Republican	0	1	0	1	2	0
Nancy Nusbaum	Democrat	0	0	0	0	0	1
Feministing	None	0	0	0	0	0	1
YourContent	None	0	0	0	0	1	0
Campaign to Regulate Marijuana Like Alcohol	None	1	0	1	0	0	0
Rebuilding America Now	Organization	0	0	0	2	0	0
Kevin Coughlin	Republican	0	0	0	0	1	0
Ja'Mal Green	None	0	1	0	0	0	0
Ronan Farrow	None	0	0	0	1	0	0
The Houston Post	None	0	0	0	0	1	0
Illinois Republican Party	Republican	0	0	1	0	0	0
Ellen Troxclair	None	0	0	0	0	1	1
Colleen Kiernan	None	0	2	0	0	0	0
Delia Lopez	Republican	0	0	0	0	0	1
Roy Moore	Republican	0	0	2	0	1	1
Charlie Gonzalez	Democrat	0	0	1	0	1	0
Kevin de Le�n	Democrat	0	4	0	0	0	0
Eric Fehrnstrom	Republican	0	0	1	0	0	0
Shirley Turner	Democrat	1	0	0	1	0	0
Wisconsin Trump Victory	Republican	0	0	0	0	1	0
Reader	None	0	1	0	0	0	1
Frank Lautenberg	Democrat	3	1	2	2	0	0
Jonathan Steitz	Republican	0	0	0	0	1	0
Jason Chaffetz	Republican	0	0	0	0	1	1
Gloria Romero Roses	Democrat	0	0	1	0	0	0
Elisabeth Hasselbeck	None	0	0	0	0	1	0
Francis Kung'u	None	1	0	0	0	0	0
Rick Hardcastle	Republican	0	0	0	0	0	1
Mauro Garza	Republican	0	0	0	0	1	0
Renee Hoagenson	Democrat	0	0	1	0	0	0
Joshua Marquis	Democrat	0	0	1	0	0	0
Catherine Hanaway	Republican	3	0	0	0	1	0
Willie Robertson	Republican	0	0	0	0	0	0
Kelly Cassidy	Democrat	0	0	0	2	0	0
Ryan Downton	Republican	0	0	1	0	0	0
Mary Margaret Oliver	Democrat	1	0	1	0	0	0
Missouri Democratic Party	Democrat	0	0	1	0	0	0
Bumper Sticker	None	0	0	1	0	0	0
Sean Spicer	Republican	1	2	1	3	2	3
J. Xavier	Democrat	1	0	0	0	0	0
Spike the Romney Attack Dog	Republican	0	1	0	0	0	0
Karen Lewis	None	0	0	1	0	0	0
Leslie Curran	Republican	0	0	0	0	1	0
Tracy McCreery	Democrat	1	0	0	0	0	0
Americanproud.info	None	0	0	0	0	0	1
Young, Gifted and Black Coalition	Activist	0	0	1	0	0	0
Fred Clark	Democrat	0	1	1	1	0	0
Joyce Mauk	None	1	0	0	0	0	0
Ana Navarro	Republican	0	1	0	0	0	0
Juan Williams	None	1	1	3	2	0	0
Kevin Rinke	Republican	0	0	0	0	1	0
Facebook posts	None	22	49	106	224	1083	453
Promote Oregon Leadership PAC (Oregon House Republicans)	Republican	1	0	1	1	1	0
Viral Truth Wire	None	0	0	0	0	0	1
Better Future Michigan	Organization	0	0	0	0	1	0
Conservative Beaver	Newsmaker	0	0	0	0	0	2
Chris Matthews	None	1	1	2	1	2	0
North Dakota Democratic�Nonpartisan League Party	Democrat	0	0	0	0	0	1
Alfonso Morales	None	0	0	0	0	0	0
Pat Toomey	Republican	3	1	4	5	2	0
Lisa Hamler-Fugitt	None	0	1	0	0	0	0
Jeff DeWit	Republican	0	0	0	0	1	0
Eleanor Holmes Norton	Democrat	0	0	1	0	0	0
Nourtey	None	0	0	0	0	1	0
Danny Porter	None	0	0	1	0	0	0
Beatrice Lanzi	Democrat	0	0	1	0	0	0
Infowars	Republican	0	0	1	1	3	3
Michael J. Gardiner	Republican	0	0	0	1	1	1
Joel Giambra	Republican	0	0	0	0	1	0
Dave Hansen	Democrat	0	1	0	0	1	0
Mark Kelly	Democrat	2	1	2	0	0	0
Scott Perry	Republican	0	0	1	0	2	0
Mt. Hood Community College	None	0	1	0	0	0	0
Vladimir Putin	None	0	0	1	0	2	2
Jeb Hensarling	Republican	1	0	1	0	2	1
Virginia Interfaith Center for Public Policy	None	0	1	0	0	0	0
John Kerry	Democrat	2	4	2	3	3	0
Esquire magazine	None	1	0	0	0	0	0
Diane Douglas	None	0	1	0	0	0	0
Lou Greenwald	Democrat	2	2	1	0	1	2
Our Portland, Our Schools	Organization	0	0	1	0	0	0
Christy Smith	Democrat	0	0	0	0	0	0
Paul Howard	None	0	1	0	0	0	0
Chain message	Republican	0	0	0	0	6	0
Jenna Wadsworth	Democrat	1	0	0	0	0	0
Jonathan Wichmann	Republican	0	0	0	0	0	1
Fred Karger	Republican	0	0	0	0	0	1
Charley Wilkison	None	1	0	0	0	0	0
Linda S�nchez	Democrat	0	0	0	1	0	0
Morten Jerven	None	0	1	0	0	0	0
Ron Kim	Democrat	0	0	1	0	0	0
Young Conservatives of Texas	Republican	0	0	0	0	1	0
Stephen Simpson	Republican	0	1	0	0	0	0
Michael Medved	None	0	0	1	0	0	0
American Future Fund	Organization	0	0	0	3	2	0
Larry Yarborough	Republican	0	1	0	0	0	0
Danielle Pletka	None	0	0	0	0	2	0
Graham Balch	Democrat	0	0	0	0	0	0
The Other 98%	Democrat	0	1	0	4	1	0
Emerald Robinson	None	0	0	0	0	0	1
John Klenke	Republican	0	0	0	0	1	0
Glen Sturtevant	Republican	1	0	0	0	1	0
Elizabeth Dennigan	Democrat	0	1	0	0	0	0
Jon Brien	Democrat	0	0	0	0	0	1
Butch Miller	Republican	0	0	0	0	0	0
Ed Turanchik	None	0	0	1	0	0	0
What Happens in the USA	None	0	0	0	0	0	1
Philip Van Cleave	Organization	0	1	0	0	2	0
Paul Salda�a	Democrat	0	0	1	0	0	0
Don't Let Florida Go To Pot	Organization	0	1	2	0	0	0
BuzzFeedUSA.com	None	0	0	0	0	0	1
Texans Are	Republican	0	0	0	0	1	0
Waco Tea Party	Tea Party member	0	0	1	0	0	0
Florida Hometown Democracy	None	0	0	1	0	0	0
Juli�n Castro	Democrat	6	6	5	1	1	0
Ben Rhodes	Democrat	1	0	0	0	0	0
Scott Walker	Republican	26	44	39	40	43	11
John McCain	Republican	37	37	31	32	39	8
Al Gore	Democrat	1	1	3	1	0	0
George Pataki	Republican	0	0	0	0	1	0
Virginia Senate Democrats	Democrat	0	0	0	0	0	0
Steven Rattner	Democrat	0	2	0	0	0	0
NARAL Pro-Choice America	Organization	1	0	1	2	1	1
Liz Wheeler	Talk show host	0	0	0	1	0	0
Freedom Daily	None	0	0	0	1	0	1
John Boehner	Republican	17	4	11	13	22	2
Brit Hume	None	0	0	0	1	3	0
Jennifer Granholm	Democrat	1	2	4	2	0	0
Usain Bolt	Newsmaker	0	1	0	0	0	0
Mike Turzai	Republican	0	0	1	0	1	0
Someonesbones	None	0	0	0	0	0	1
Deborah Gist	State official	0	1	0	0	0	0
Jack Keane	None	0	0	1	0	0	0
Scott Peters	Democrat	1	1	0	0	0	0
Lisa McClain	Republican	0	0	0	0	0	1
Citizens for Fairness	None	0	0	0	1	0	0
Theresa Price	Activist	0	0	0	0	1	0
Tom Corbett	Republican	0	0	0	1	0	0
Protect Families First	Organization	0	0	0	0	1	0
Oregon League of Conservation Voters	None	0	0	0	1	0	0
Johnson Controls	None	0	0	0	0	0	0
People for the American Way	None	0	0	0	2	0	0
David Pepper	Democrat	0	1	0	0	0	0
Ted Piccolo	Columnist	0	0	0	0	1	0
Politicono.com	None	0	0	0	0	0	2
Janet Adkins	Republican	0	1	1	1	0	0
Heineken	None	0	1	0	0	0	0
Michael Thurmond	Democrat	1	0	0	1	0	0
Sandy Galef	Democrat	0	0	0	0	0	0
Keith Alexander	None	0	0	0	0	0	0
Ron Dermer	None	0	0	0	2	0	0
Eddie Lucio, Jr.	Democrat	1	1	1	0	0	0
Snapple	None	0	1	0	0	0	0
Jim Renacci	Republican	1	3	5	5	3	1
Peter Orszag	Democrat	1	0	0	0	1	0
John Carter	Republican	0	2	2	0	3	2
Foundation for a Secure and Prosperous America	Republican	0	0	0	1	0	0
Ed Rendell	Democrat	0	0	0	1	0	1
Thomas Sowell	None	0	0	0	0	1	0
Richard Ferruccio	Newsmaker	1	0	0	0	1	0
Madeleine Albright	Democrat	0	0	1	0	0	0
Dan Gecker	Democrat	1	0	0	0	1	0
Brian Joseph	None	0	0	0	1	0	0
We Love USA PAC	None	0	0	0	0	1	0
Arizona House Democrats	Democrat	0	1	0	0	0	0
Conservatives for Patients' Rights	None	0	0	0	1	0	0
Mike Tate	Democrat	0	1	2	1	2	0
Amy Clark Meachum	Democrat	0	0	0	0	0	0
Melissa Sargent	Democrat	0	0	0	0	1	0
Richard Devlin	Democrat	0	0	0	0	0	0
Patrick McKenna	None	0	0	1	0	0	0
Dino Baccari	Activist	0	1	0	0	0	0
Michael Gableman	Republican	0	0	0	0	0	1
Jack Conners	Democrat	0	1	0	0	0	0
Students, Parents and Teachers supporting Marshall Tuck	Organization	0	0	0	0	2	0
Bob Onder	Republican	0	0	0	0	0	0
Josh Holmes	Republican	0	0	0	1	0	0
Cato Institute	Libertarian	0	0	0	0	1	0
Lizzie Pannill Fletcher	Democrat	0	1	1	0	0	0
Kennedy O'Brien	Republican	0	0	0	0	0	0
Public Citizen	None	2	1	0	0	0	0
Jack Roberts	Republican	0	0	0	0	1	0
Opportunity Wisconsin	None	0	0	1	0	0	0
Baby Got PAC	Organization	0	0	1	0	0	0
Gordon Hintz	Democrat	1	2	0	1	1	0
Derrick Johnson	None	0	0	1	0	0	0
Chris Bollwage	Democrat	0	0	0	0	1	0
Wendy Long	None	0	0	0	0	0	0
Julio Robaina	Republican	0	0	0	0	0	0
Karl King	None	0	0	0	0	1	0
Media Matters	None	1	0	0	0	0	0
Efrain De La Fuente	Democrat	0	0	1	0	0	0
Anitere Flores	Republican	0	0	0	0	1	0
Greg Morris	Republican	1	0	0	0	0	0
Duf Sundheim	Republican	0	0	0	0	1	0
Chris Larson	Democrat	4	2	0	6	7	1
Jay Nixon	Democrat	1	1	0	2	0	0
Mackubin Thomas Owens	Columnist	0	0	0	1	0	0
Nelson Wolff	Democrat	0	0	0	1	0	0
School Freedom Fund	Organization	0	0	0	1	0	0
Roberta Lange	Democrat	0	1	0	0	0	0
Committee to Protect Florida	None	0	2	1	0	1	0
John Lee	Republican	0	0	1	0	1	0
Thomas Croci	Republican	1	0	0	0	0	0
Don Pridemore	Republican	1	0	0	0	1	0
Patrick Wales	None	1	0	0	0	0	0
Mar�a Teresa Kumar	None	1	0	0	0	0	0
Cecil Staton	Republican	0	0	0	0	0	0
Jesse Haw	Republican	0	0	0	1	0	0
American Bird Conservancy	None	0	0	1	0	0	0
Glenford Shibley	Republican	0	1	0	0	0	0
Evan Goyke	Democrat	1	0	0	0	0	0
Jason Conger	Republican	0	1	0	0	1	0
Bob Hackworth	None	0	0	0	0	1	0
Jay Inslee	Democrat	0	4	0	0	0	0
Ellen Rosenblum	Democrat	1	0	0	1	0	0
Elizabeth Colbert Busch	Democrat	0	0	1	0	0	0
Rich Golick	Republican	1	0	0	0	0	0
Log Cabin Republicans	Republican	0	2	0	0	0	0
Michael Denbrow	Democrat	0	0	0	1	0	0
Burrell Ellis	Democrat	1	0	0	0	0	0
Yolanda Adrean	None	0	0	1	0	0	0
Paul Gigot	Journalist	0	0	1	0	0	0
Rhode Island Senate	None	0	1	0	0	0	0
David Jolly	Republican	2	1	1	4	0	0
Matt Wuerker	None	0	1	0	0	0	0
Ending Spending Action Fund	Independent	0	2	0	4	0	0
Kristi Noem	Republican	0	0	0	1	1	0
Sid Covington	None	0	0	1	0	0	0
GSU Alumni Association	None	1	0	0	0	0	0
Truth in Accounting	None	0	0	0	1	0	0
Paul Valletta	Labor leader	0	0	0	1	0	0
Massachusetts legislature	Democrat	0	0	0	0	0	0
Priorities USA Action	Democrat	2	2	4	6	1	1
Casey Askar	Republican	0	0	0	0	0	0
Ralph Mollis	Democrat	0	0	0	1	0	0
TheRedShtick.com	None	0	0	0	0	0	1
Philip Levine	Democrat	0	0	0	3	0	0
John King	None	1	1	0	0	0	0
Dave Brat	Republican	2	2	0	2	7	1
Alexander Strenger	None	0	0	1	0	0	0
Republican presidents	Republican	0	0	0	0	0	0
Allan Levene	Republican	1	0	0	0	0	0
Richard Codey	Democrat	1	2	0	0	0	0
Barth Bracy	Activist	0	0	1	1	0	0
Dawn Johnsen	Democrat	0	0	0	0	0	0
John Watson	None	0	1	0	0	0	0
World Food Program	None	0	0	0	0	1	0
Ohio Oil and Gas Association	None	0	0	0	0	0	1
Catherine Taylor	Republican	1	0	0	0	1	0
Vicki Martin	None	0	1	0	0	0	0
David Furhman	None	0	0	1	0	0	0
Raphael Warnock	Democrat	1	1	3	0	1	0
Kent Conrad	Democrat	2	1	0	0	0	0
Declan O'Scanlon	Republican	1	0	0	0	0	0
Barbara Cargill	Republican	0	0	0	1	0	0
Gonzalo Barrientos	Democrat	0	1	0	0	0	0
Jack Ohman	None	0	0	0	0	1	0
Tim Lee	Republican	0	1	1	0	0	0
Wisconsin Medical Society	None	0	0	0	0	1	0
Ronny Jackson	Republican	0	0	0	0	0	1
Michael Steele	Republican	4	0	1	0	1	2
David Cullen	Democrat	0	0	0	0	0	1
Center for American Progress	Organization	0	1	0	0	0	0
Children at Risk	Organization	0	1	0	0	0	0
Chuck Todd	None	5	2	1	0	1	0
Mark Shields	None	1	0	0	1	0	0
Georgia Department of Economic Development	None	0	0	1	0	0	0
Coalition to Stop the Proposed Tax Hike Amendment	None	0	0	1	0	0	0
Adam Jarchow	Republican	0	0	0	0	1	0
Simone Gold	Republican	0	0	0	0	1	0
Alan Krueger	Democrat	1	0	0	0	0	0
Jason Carter	Democrat	3	1	2	1	0	0
Betty Sutton	Democrat	2	2	1	0	2	1
Merrick Garland	Democrat	0	0	0	0	0	0
NaHa Daily	None	0	0	0	0	0	1
Nick Gillespie	None	0	1	0	0	0	0
LZ Granderson	None	0	1	0	0	0	0
Jack Lew	Democrat	0	1	0	0	1	0
Peter DeFazio	Democrat	1	2	1	1	1	0
George Clooney	Democrat	0	0	1	0	0	0
Toni Preckwinkle	Democrat	0	0	1	1	1	1
Preston Smith	Republican	0	0	0	0	0	1
Mun Choi	None	0	1	0	0	1	0
James Vincent	Newsmaker	0	0	1	0	0	0
Kevin Boyce	Democrat	1	0	0	0	0	1
Rose Ferlita	None	0	0	0	0	1	0
Chris Dorworth	Republican	0	0	1	0	0	0
Todd Gilbert	Republican	0	0	0	0	1	0
Paula Jean Swearengin	Democrat	0	1	0	0	0	0
Tom McClintock	Republican	0	1	0	2	2	0
Concerned Women for America	None	0	0	1	0	0	0
Jackie Speier	Democrat	0	4	0	0	0	0
Stephanie Murphy	Democrat	0	0	0	0	0	0
Trebor Banstetter	None	1	1	0	0	0	0
Amanda Carpenter	Republican	0	0	0	0	1	0
Austin Scott	Republican	1	0	0	1	1	0
defense-usa.site	None	0	0	0	0	0	1
John Bradley	Republican	0	1	0	0	0	0
Jeff Wentworth	Republican	1	0	1	0	0	2
Anita Perry	Republican	0	1	1	0	0	0
John Lehman	Democrat	1	0	0	0	0	0
Michael Long	Conservative Party	0	0	0	1	1	0
David Ralston	Republican	1	1	0	1	1	0
John Conyers, Jr.	Democrat	0	1	0	0	0	0
Lindsey Graham	Republican	2	2	6	2	4	0
Terry Russell	None	1	0	0	0	0	0
Carl Lewis	Democrat	0	0	0	1	0	0
Mike Gravel	Libertarian	1	0	1	1	0	1
Distilled Spirits Council of the United States	Organization	0	1	0	0	0	0
Doug Otto	None	0	0	0	0	1	0
Morgan Brittany	Republican	0	0	0	0	0	1
Physicians Committee for Responsible Medicine	Organization	0	0	1	0	1	0
Children's Healthcare of Atlanta	None	1	0	0	0	0	0
Pat Stevens	None	0	0	0	1	0	0
Lou Dobbs	None	0	2	0	1	2	1
Allan Fung	Republican	2	2	0	2	2	1
Art Robinson	Republican	0	0	0	0	0	0
Daniel Greenfield	Republican	0	0	0	0	0	1
Eric Schmitt	Republican	0	1	0	0	0	0
Andr� Carson	Democrat	0	0	0	0	1	0
Thomas Ratliff	Republican	0	0	1	0	0	0
Jeff Tittel	None	0	0	1	0	1	1
Will Wynn	Democrat	0	0	0	1	0	0
Coalition to Stop Gun Violence	Organization	0	0	0	0	0	1
US Daily News 24	None	0	0	0	0	0	1
Ken Tanner	None	0	0	1	0	0	0
Joe Davis	 Sr.None	0	0	0	1	0	0
Ted Lieu	Democrat	0	2	1	0	0	0
Joyce Kaufman	Talk show host	1	0	0	0	0	0
Michael Cerullo	None	0	0	0	1	0	0
Fran Millar	Republican	0	0	1	0	0	0
Karine Jean-Pierre	Democrat	0	0	0	0	1	0
Stephen Fincher	Republican	0	0	0	0	1	0
Stanley McChrystal	None	0	0	1	0	0	0
Gary Peters	Democrat	0	0	2	0	0	0
Patrick Leahy	Democrat	0	1	1	0	0	0
Stephen Miller	Republican	0	0	0	1	1	1
Ora Houston	None	0	0	0	0	1	0
Georgia Family Council	None	0	0	1	0	0	0
Republican Governors Association	Republican	0	5	6	6	1	2
Thomas Sgouros Jr.	Columnist	0	0	0	0	1	0
Sharon Day	Republican	0	0	0	1	0	0
Cheri Toalson Reisch	Republican	0	1	1	1	0	0
Parker Briden	Republican	0	0	0	1	0	0
Steve Henson	Democrat	0	0	1	0	0	0
Thomas Perez	Democrat	1	1	3	2	0	0
Jim Kenney	Democrat	2	1	1	1	1	0
Georgia Lottery	None	1	1	0	0	0	0
Jon O'Brien	Activist	0	1	0	0	0	0
John Sharp	Democrat	0	0	1	0	0	0
Mitt Romney	Republican	31	33	58	35	32	19
Valerie Vainieri Huttle	Democrat	0	0	0	1	0	0
Mark Jewell	Labor leader	0	0	0	0	1	0
Common Cause	Organization	0	1	0	0	0	0
Michael Skolnik	None	0	0	1	0	0	0
Bipartisan Report	None	0	0	0	0	1	0
Caitlyn Jenner	Activist	0	0	0	0	1	0
Eric Gray	Democrat	0	1	0	0	0	0
Kristi Thibaut	Democrat	0	0	0	0	0	0
Wayne Rogers	None	0	0	0	0	0	1
Mary Landrieu	Democrat	0	2	0	0	1	0
Christopher Little	Moderate Party	0	0	0	0	1	0
Lupe Valdez	Democrat	0	3	1	0	1	0
Rod Smith	Democrat	0	1	1	0	1	0
Joshua Feuerstein	Republican	0	0	0	0	0	2
Newslo.com	None	0	0	0	0	0	1
ACLU Foundation of Georgia	None	1	0	0	0	0	0
Spencer Bachus	Republican	0	0	0	0	1	0
Breitbart	None	0	1	2	0	3	2
C.W. Bill Young	Republican	1	0	1	0	1	1
Chip Roy	Republican	1	2	1	0	0	1
Bill Cassidy	Republican	0	0	0	2	1	1
Public Interest Legal Foundation	Republican	0	0	0	0	1	0
Dean Heller	Republican	0	0	0	2	0	0
Barbara Ann Radnofsky	Democrat	0	0	0	0	0	1
Robert Bennett	Republican	0	0	1	0	0	0
Voters First Ohio	None	0	0	0	1	0	0
Oregon Senate Republicans (The Leadership Fund)	Republican	0	1	0	1	0	0
Raymond Lesniak	Democrat	0	0	2	0	0	0
Kay Hagan	Democrat	0	2	1	1	0	0
Carl Heastie	Democrat	0	2	0	0	0	0
Virginia Senate Democratic Caucus	Democrat	1	0	0	0	0	0
Patrick Testin	Republican	0	1	0	0	0	0
Beto O'Rourke	Democrat	7	10	7	6	2	0
Greater Wisconsin Committee	None	2	1	4	3	3	1
ActionAid UK	None	0	1	1	0	0	0
Art Acevedo	None	0	1	0	0	0	0
BuzzFeed	None	0	0	0	0	0	1
Dmitry Peskov	None	0	0	0	0	0	1
Roger Williams	Republican	4	0	3	3	3	2
Javier M. Gonzales	Democrat	0	0	1	0	0	0
Rhode Island ACLU	Organization	1	0	0	0	0	0
Amanda Chase	Republican	0	0	0	0	0	2
Francisco "Quico" Canseco	Republican	0	0	1	0	0	0
Mitch Daniels	Republican	0	0	0	0	3	1
Jack Falanagan	Republican	1	0	0	0	0	0
Ryan Eller	Activist	0	0	0	0	1	0
Michigan Democratic Party	Democrat	0	1	0	0	0	0
John Burton	Democrat	1	0	0	0	0	0
James Tedisco	Republican	1	0	1	0	0	0
Paul Davis	Democrat	0	0	0	1	0	0
William G. Batchelder	Republican	2	1	1	0	1	3
Jon Corzine	Democrat	0	0	0	0	0	0
Eugene Robinson	None	0	2	0	0	0	0
Mandy Cohen	Democrat	1	2	2	0	0	0
Ernest Almonte	Independent	0	1	0	0	1	0
Eva Longoria Baston	Democrat	0	0	2	0	0	0
Sloan Roach	None	1	0	0	0	0	0
Ben Clark	Democrat	0	0	0	0	1	0
Keith Parker	None	1	0	0	0	0	0
Safe Routes to Schools	None	0	0	0	0	1	0
Chris Danou	Democrat	0	1	0	0	0	0
Russell James Ramsland Jr.	Republican	0	0	0	0	0	1
Scott Baio	Republican	0	0	0	0	0	0
Wisconsin Corn Growers Association	None	0	0	1	0	0	0
Michael Eric Dyson	None	0	0	1	1	0	0
Jake LaTurner	Republican	0	0	1	0	0	0
Melvin Sickler	Organization	0	0	0	0	1	0
Terri Bryant	Republican	0	0	0	0	2	0
Nicholas Kettle	Republican	0	0	0	1	0	0
John Rodgers	Democrat	0	0	0	0	1	0
Ohio Federation of Teachers	None	0	0	0	1	0	0
Louis Riggs	Republican	0	0	0	0	1	0
Tyrone Brooks	Democrat	0	0	1	0	0	0
Hugh Fitzsimons	Democrat	0	1	0	0	0	0
Women On the Wall	None	1	0	0	0	0	0
Mike Enzi	Republican	1	0	0	0	0	0
Aaron DeGroot	Republican	0	0	1	0	0	0
Cecilia Mu�oz	Newsmaker	0	1	0	0	0	0
Pam Davidson	Republican	0	0	1	0	0	0
Ray Cross	None	1	0	0	0	0	0
Iowa GOP state legislators	Republican	0	0	0	1	0	0
Jimmy Flannigan	None	0	0	0	1	0	0
Eli Bremer	Republican	0	0	0	0	1	0
Winning Democrats	Democrat	0	0	0	0	1	0
Sarah Copelin-Wood	None	0	0	1	0	0	0
Drug Free America	None	0	0	0	1	0	0
Our Portland	 Our SchoolsOrganization	0	0	1	0	0	0
Grover Fugate	State official	1	0	0	0	0	0
Julian Bradley	Republican	0	1	0	0	0	0
Chris Ruddy	Republican	0	0	1	0	0	0
John Larson	Democrat	0	0	1	0	0	0
Jose Carrillo	None	0	1	0	0	0	0
Ronald Renuart	Republican	0	0	0	0	1	0
Lincoln Chafee	Democrat	3	4	3	3	5	0
Claire McCaskill	Democrat	5	1	3	5	5	0
Linsey Davis	Journalist	0	0	0	0	0	0
Daniel Webster	Republican	0	1	0	0	0	0
B. Heath Mitchell	None	0	0	1	0	0	0
Progress Ohio	None	1	1	0	0	0	0
U.S. Census Bureau	None	0	1	0	0	0	0
Gary Palmer	Republican	0	0	1	0	0	0
John Delaney	Democrat	0	1	0	0	2	0
Daily Kos	Organization	0	0	0	0	0	0
David Sutton	None	0	1	0	0	0	0
Committee to Defend the President	Republican	0	0	0	0	1	2
Florida for All	Democrat	0	0	0	1	0	0
Lisa Tomasso	Democrat	1	0	0	0	0	0
Meagan Wolfe	None	0	1	0	0	0	0
Sharron Angle	Republican	1	0	1	3	1	0
One Wisconsin Now	Organization	3	1	4	0	2	1
Kathleen Clyde	Democrat	3	0	0	0	0	0
AARP	None	0	1	0	0	0	0
Jessica Ehrlich	Democrat	0	0	1	0	0	0
Sonna Singleton	Democrat	0	0	0	0	0	0
Morgan Carroll	Democrat	0	0	0	1	0	0
Charles Van Zant	Republican	0	0	1	0	1	1
James Gallagher	Republican	0	0	0	0	1	0
Portland Bureau of Transportation (PBOT)	None	0	0	1	0	0	0
James Jolly	None	1	0	0	0	0	0
Steny Hoyer	Democrat	0	4	3	0	1	0
Herschel Walker	Republican	0	0	0	0	2	0
"Watch The Water"	None	0	0	0	0	0	1
Free Market Florida	None	0	1	0	0	0	0
MSNBC	None	0	0	0	0	0	2
Eve Schatelowitz Alcantar	Democrat	0	0	0	0	1	0
Scott Hassett	Democrat	0	0	0	0	1	0
Alissa Keny-Guyer	Democrat	1	0	0	0	0	0
Perry Thurston	Democrat	0	1	0	0	0	0
Jim Rubens	Republican	0	1	0	1	1	0
The Manila Times	Organization	0	0	0	0	1	0
Battleground Texas	Democrat	1	1	0	0	0	0
Mike Collier	Democrat	1	0	1	0	2	0
Chuck Woolery	Republican	0	0	0	0	0	1
Wallace Hall	Republican	0	0	0	0	0	1
Christine Gilbert	Democrat	0	0	0	0	1	0
Kanye West	None	0	0	1	1	0	0
Milwaukeeans for Self-Governance	Organization	0	0	0	0	1	0
Bennie Thompson	Democrat	0	0	0	0	0	0
Richard Tomlins	Democrat	0	0	0	0	0	1
Gail Collins	Journalist	1	3	1	2	1	0
Chelsea Clinton	Democrat	0	0	1	1	0	0
Rebecca Dallet	None	1	1	2	0	0	0
LearnProgress.org	None	0	0	0	0	1	0
Steve LaTourette	Republican	1	1	3	0	0	0
John Tassoni Jr.	Democrat	0	0	0	0	0	1
Thomas Brown	Democrat	0	1	0	0	0	0
Phillip Puckett	Democrat	0	0	0	0	0	0
Justin Trudeau	Liberal Party of Canada	0	1	0	0	0	0
Matt Miller	None	1	1	0	0	0	0
Alfredo Gutierrez	Democrat	0	1	0	0	0	0
CNNews3.com	None	0	0	0	0	0	1
Jeff Reardon	Democrat	0	0	0	0	0	0
Sally Kohn	Columnist	0	1	1	0	1	0
Julie Mayfield	Democrat	0	0	0	0	1	0
Sonia Sotomayor	Democrat	0	0	0	0	1	0
Ron Castorina Jr.	Republican	0	0	0	0	0	1
John Taylor	Republican	1	0	0	0	0	0
George P. Bush	Republican	0	1	1	1	4	0
Tom Toles	None	0	1	0	0	0	0
